행유형,원본부모Claim번호,자식Claim번호,입력구분,최종검증유형,유형분류결과,원문,기사작성일,대상수치표현,지표,기사값,단위,기준시점,주기,지역,대상집단,차원JSON,계산방식,조건JSON,파싱상태,공식조회진입경로,최종상태,최종사유코드,실패단계,실패원인_쉬운설명,판정,공식계산값,공식좌표JSON,공식출처JSON,공식근거URL,응답해시,공표확인,공식근거종류,공식판정완료,진단번호,원본상세사유,전체자식수,8번직접값자식수,다른유형자식수,공식판정완료자식수,실행결과파일
복수문장직접값자식결과,A01489_17,claim_f964e8b487419854,복수 수치에서 분리,8번 직접값 제외,다른 유형으로 이동: 최고·최저 기록,김상봉 한성대 경제학과 교수는 “상호 관세 적용 시 연간 성장률이 최대 0.9%포인트까지 내려갈 수 있다”며 “올해 우리 경제 성장률이 1%를 하회할 가능성이 크다”고 했다.,2025-04-25,0.9%포인트,경제 성장률,0.9,%포인트,2025,연간,한국,한국 경제,,DIRECT_VALUE,"{""direction"": ""DECREASE"", ""limit"": ""최대"", ""scenario"": ""상호 관세 적용 시""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_RECORD,CLAIM_PARSE,직접값이 아니라 과거 전체 기간과 비교해야 하는 기록 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01489_17,claim_244686b731b78640,복수 수치에서 분리,8번 직접값,8번 직접값 유지,김상봉 한성대 경제학과 교수는 “상호 관세 적용 시 연간 성장률이 최대 0.9%포인트까지 내려갈 수 있다”며 “올해 우리 경제 성장률이 1%를 하회할 가능성이 크다”고 했다.,2025-04-25,김상봉 한성대 경제학과 교수는 “상호 관세 적용 시 연간 성장률이 최대 0.9%포인트까지 내려갈 수 있다”며 “올해 우리 경제 성장률이 1%를 하회할 가능성이 크다”고 했다.,경제 성장률,,%,2025년,년,한국,,,DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01565_13,claim_c91a83f4d40b12ab,복수 수치에서 분리,8번 직접값,8번 직접값 유지,올해 두나무를 포함해 자산총액이 11조6000억원(최근 명목 GDP 확정치의 0.5%) 이상인 기업집단 46곳이 상호출자제한기업집단으로 지정됐다.,2025-05-01,11.6조원,상호출자제한기업집단 지정 기준 자산총액,11.6,조원,2025년,년,대한민국,기업집단,"{""designated_group_count"": ""46곳"", ""included_entity"": ""두나무""}",THRESHOLD,"{""operator"": ""GTE"", ""threshold_unit"": ""조원"", ""threshold_value"": ""11.6""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,기간·단위·지역 등 필수 조건을 모두 만족하는 공식표 후보가 없음,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01565_13,claim_5f13c1222537880e,복수 수치에서 분리,8번 직접값,8번 직접값 유지,올해 두나무를 포함해 자산총액이 11조6000억원(최근 명목 GDP 확정치의 0.5%) 이상인 기업집단 46곳이 상호출자제한기업집단으로 지정됐다.,2025-05-01,46곳,상호출자제한기업집단 지정 기업집단 수,46.0,곳,2025년,년,대한민국,기업집단,"{""지정기준"": ""자산총액 11조6000억원 이상"", ""포함기업"": ""두나무""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,기간·단위·지역 등 필수 조건을 모두 만족하는 공식표 후보가 없음,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01737_12,claim_a89607f9f689f43b,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"코로나 시기였던 지난 2021년 7월(7.2%) 이후 45개월만의 최대치로, 20대 후반 실업률이 7%대에 올라선 것 자체가 2022년 4월(7%) 이후 3년 만이다.",2025-05-14,7%,실업률,7.0,%,2025년 4월,월,대한민국,20대 후반,,DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,TARGET_AMBIGUOUS_IN_SOURCE,CLAIM_PARSE,같은 대상 수치가 원문에 여러 번 있어 자동 연결할 수 없음,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01737_4,claim_c588485a27a5026c,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"14일 통계청이 발표한 ‘2025년 4월 고용동향’에 따르면, 지난달 15세 이상 취업자는 2888만7000명으로 전년 동월 대비 19만4000명 늘었다.",2025-05-14,2.8887e+07명,취업자,28887000.0,명,2025년 4월,월,대한민국,15세 이상,"{""연령"": ""15세 이상""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,AUTO,WITHIN_TOLERANCE,VERDICT,기사값과 공식값이 허용오차 안에서 일치,MATCH,28887000.0,"[{""canonical_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T30|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2025-04"", ""dimension_codes"": {""B"": ""0""}, ""dimension_members"": {""B"": ""계""}, ""itm_id"": ""T30"", ""member_code"": ""계"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2025-04"", ""prd_se"": ""월"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1DA7001S"", ""unit"": ""천명""}]","[{""content_hash"": ""49d3c5a9dbb62f72bb36e41527a493f58e5e0986134e8ae19ef12ea167869fe0"", ""evidence_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T30|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2025-04"", ""publication"": {""content_hash"": ""213459a3cd85aa4e294dc8ac801e810b4745ef2f8fa25b4ebe22243c99800c47"", ""coverage_end_period"": null, ""coverage_start_period"": null, ""evidence_scope"": ""PERIOD"", ""pub_date_text"": ""조사기준 월 익월"", ""pub_period"": ""월"", ""publication_method_url"": ""https://www.kostat.go.kr/board.es?act=list&mid=a10301010000&keyField=T&bid=210&keyWord=2025%EB%85%84+4%EC%9B%94+%EA%B3%A0%EC%9A%A9%EB%8F%99%ED%96%A5"", ""published_at"": ""2025-05-14"", ""reference_period"": ""2025-04"", ""retrieved_at"": ""2026-08-26T09:04:31.953739Z"", ""source_url"": ""https://www.kostat.go.kr/board.es?mid=a10301010000&bid=210&act=view&list_no=436594&tag=&nPage=1&ref_bid="", ""status"": ""VERIFIED""}, ""retrieved_at"": ""2026-08-26T09:12:33.504231Z"", ""source"": ""API"", ""source_url"": ""https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=M&startPrdDe=202504&endPrdDe=202504&objL1=0"", ""value_last_changed_at"": ""2025-04-30""}]",https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7001S&itmId=T30&prdSe=M&startPrdDe=202504&endPrdDe=202504&objL1=0,49d3c5a9dbb62f72bb36e41527a493f58e5e0986134e8ae19ef12ea167869fe0,VERIFIED,KOSIS_API,Y,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01924_10,claim_f58fdfa21e8042e8,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"3월 출생아 수만 놓고 봐도 2만1041명으로 전년 동월 대비 6.8% 늘었는데, 3월 기준으로 지난 1993년 3월(8.9%) 이후 32년 만에 최대 상승폭이다.",2025-05-28,21041명,출생아 수,21041.0,명,2025년 3월,월,,출생아,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,AS_OF_UNAVAILABLE,OFFICIAL_VALUE_FETCH,기사 작성일 기준 공표된 공식값인지 확인하지 못함,UNDETERMINED,,"[{""canonical_key"": ""ORG=101|TBL=DT_1B8000G|ITM=T1|OBJ=B|MEMBER=전국|PRD_SE=월|PRD_DE=2025-03|DIMS=B:전국,A:출생아수(명)"", ""dimension_codes"": {""A"": ""10"", ""B"": ""00""}, ""dimension_members"": {""A"": ""출생아수(명)"", ""B"": ""전국""}, ""itm_id"": ""T1"", ""member_code"": ""전국"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2025-03"", ""prd_se"": ""월"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1B8000G"", ""unit"": ""명""}]","[{""content_hash"": ""051d902664e316d6c8b405e659205368bec50982fbd77fab8a50b6906991af08"", ""evidence_key"": ""ORG=101|TBL=DT_1B8000G|ITM=T1|OBJ=B|MEMBER=전국|PRD_SE=월|PRD_DE=2025-03|DIMS=B:전국,A:출생아수(명)"", ""publication"": {""content_hash"": ""882ea1046b8fe06af80e5ccfa2f0e019e4174b51a050363f55714b66573aaacc"", ""coverage_end_period"": null, ""coverage_start_period"": null, ""evidence_scope"": ""PERIOD"", ""pub_date_text"": ""조사기준 년 익년"", ""pub_period"": ""월"", ""publication_method_url"": ""언론(보도자료), 전산망(인터넷), 간행물2024년 5월 인구동향https://mods.go.kr/board.es?mid=a10301020300&amp;bid=204"", ""published_at"": null, ""reference_period"": null, ""retrieved_at"": ""2026-08-26T09:12:38.039877Z"", ""source_url"": ""https://kosis.kr/openapi/statisticsExplData.do?method=getList&format=json&jsonVD=Y&orgId=101&tblId=DT_1B8000G&metaItm=All"", ""status"": ""UNRESOLVED""}, ""retrieved_at"": ""2026-08-26T09:12:34.131767Z"", ""source"": ""API"", ""source_url"": ""https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000G&itmId=T1&prdSe=M&startPrdDe=202503&endPrdDe=202503&objL1=00&objL2=10"", ""value_last_changed_at"": null}]",https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000G&itmId=T1&prdSe=M&startPrdDe=202503&endPrdDe=202503&objL1=00&objL2=10,051d902664e316d6c8b405e659205368bec50982fbd77fab8a50b6906991af08,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A01924_9,claim_a91758e1b4b33569,복수 수치에서 분리,8번 직접값,8번 직접값 유지,분기별 출생아 수가 6만5000명을 넘어선 것 자체도 지난 2022년 1분기(6만8339명) 이후 3년 만이다.,2025-05-28,분기별 출생아 수가 6만5000명을 넘어선 것 자체도 지난 2022년 1분기(6만8339명) 이후 3년 만이다.,출생아 수,,명,2025년 1분기,분기,,출생아,,THRESHOLD,"{""operator"": ""GT"", ""threshold_unit"": ""명"", ""threshold_value"": ""None""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,EVIDENCE_CELL,CALCULATION_EVIDENCE_PLAN_UNRESOLVED,UNDETERMINED,,"[{""canonical_key"": ""ORG=101|TBL=DT_1B8000G|ITM=T1|OBJ=B|MEMBER=전국|PRD_SE=분기|PRD_DE=2025-Q1|DIMS=B:전국,A:출생아수(명)"", ""dimension_codes"": {""A"": ""10"", ""B"": ""00""}, ""dimension_members"": {""A"": ""출생아수(명)"", ""B"": ""전국""}, ""itm_id"": ""T1"", ""member_code"": ""전국"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2025-Q1"", ""prd_se"": ""분기"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1B8000G"", ""unit"": ""명""}]",[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A02096_11,claim_aec9634f2c214306,복수 수치에서 분리,8번 직접값 제외,다른 유형으로 이동: 6번 증감량,"지난달 연령대 별 취업자 수는 60세 이상과 30대에서 취업자가 각각 37만명, 13만2000명 늘어났다.",2025-06-11,370000명,취업자 수,370000.0,명,2025년 5월,월,,,"{""age"": ""60세 이상""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_DIFFERENCE,CLAIM_PARSE,직접값이 아니라 두 기간 공식값의 차이를 계산해야 하는 증감량 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A02096_11,claim_d90a0ef74550d916,복수 수치에서 분리,8번 직접값 제외,다른 유형으로 이동: 6번 증감량,"지난달 연령대 별 취업자 수는 60세 이상과 30대에서 취업자가 각각 37만명, 13만2000명 늘어났다.",2025-06-11,132000명,취업자 수 증가,132000.0,명,2025년 5월,월,,취업자,"{""연령대"": ""30대""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_DIFFERENCE,CLAIM_PARSE,직접값이 아니라 두 기간 공식값의 차이를 계산해야 하는 증감량 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A02111_6,claim_1af97c42f8e79dcb,복수 수치에서 분리,8번 직접값,8번 직접값 유지,4월만 해도 690만6000명이었던 60세 이상 취업자는 지난달 704만9000명으로 처음으로 700만명을 넘었다.,2025-06-12,7.049e+06명,취업자,7049000.0,명,2025년 5월,월,,취업자,"{""age"": ""60세 이상""}",THRESHOLD,"{""operator"": ""GT"", ""threshold_unit"": ""명"", ""threshold_value"": ""7049000.0""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,AS_OF_UNAVAILABLE,OFFICIAL_VALUE_FETCH,기사 작성일 기준 공표된 공식값인지 확인하지 못함,UNDETERMINED,,"[{""canonical_key"": ""ORG=101|TBL=DT_1DA7002S|ITM=T30|OBJ=G|MEMBER=60세이상|PRD_SE=월|PRD_DE=2025-05"", ""dimension_codes"": {""G"": ""60""}, ""dimension_members"": {""G"": ""60세이상""}, ""itm_id"": ""T30"", ""member_code"": ""60세이상"", ""obj_id"": ""G"", ""org_id"": ""101"", ""prd_de"": ""2025-05"", ""prd_se"": ""월"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1DA7002S"", ""unit"": ""천명""}]","[{""content_hash"": ""cdff139d96b0b1821519f932d400069fbb55ab124036dd2297c46f0dd015bbc9"", ""evidence_key"": ""ORG=101|TBL=DT_1DA7002S|ITM=T30|OBJ=G|MEMBER=60세이상|PRD_SE=월|PRD_DE=2025-05"", ""publication"": {""content_hash"": ""b42ef01289ac1a5c50cc5bb817c0b25792157186c085f70dc6a30c993d9a2f3f"", ""coverage_end_period"": null, ""coverage_start_period"": null, ""evidence_scope"": ""PERIOD"", ""pub_date_text"": ""조사기준 월 익월"", ""pub_period"": ""월"", ""publication_method_url"": ""https://www.kostat.go.kr/board.es?act=list&mid=a10301010000&keyField=T&bid=210&keyWord=2025%EB%85%84+5%EC%9B%94+%EA%B3%A0%EC%9A%A9%EB%8F%99%ED%96%A5"", ""published_at"": ""2025-06-11"", ""reference_period"": ""2025-05"", ""retrieved_at"": ""2026-08-26T09:13:34.733813Z"", ""source_url"": ""https://www.kostat.go.kr/board.es?mid=a10301010000&bid=210&act=view&list_no=437043&tag=&nPage=1&ref_bid="", ""status"": ""VERIFIED""}, ""retrieved_at"": ""2026-08-26T09:13:28.283590Z"", ""source"": ""API"", ""source_url"": ""https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7002S&itmId=T30&prdSe=M&startPrdDe=202505&endPrdDe=202505&objL1=60"", ""value_last_changed_at"": ""2025-07-21""}]",https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7002S&itmId=T30&prdSe=M&startPrdDe=202505&endPrdDe=202505&objL1=60,cdff139d96b0b1821519f932d400069fbb55ab124036dd2297c46f0dd015bbc9,VERIFIED,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A02184_11,claim_c6b69bfc2bdf2b78,복수 수치에서 분리,8번 직접값,8번 직접값 유지,올해 1분기 고졸 실업률은 5.5%로 4년제 대학 이상 졸업자(6.9%)는 물론이고 전문대 졸업자(6.3%)보다도 낮았다.,2025-06-17,5.5%,실업률,5.5,%,2025-Q1,Q,,,,THRESHOLD,"{""operator"": ""GTE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,TARGET_NOT_FOUND_IN_SOURCE,CLAIM_PARSE,구조화된 대상 수치가 뉴스 원문에서 확인되지 않음,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A02184_15,claim_5bf21e8b888c9fcd,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"지난 1분기 기준 30대 고졸 실업률은 4.2%인 반면, 대졸 이상은 2.4%에 그쳤다.",2025-06-17,4.2%,실업률,4.2,%,지난 1분기,분기,,30대,"{""학력"": ""고졸""}",DIRECT_VALUE,,HOLD,STRUCTURAL_HOLD,HUMAN_REVIEW,CLAIM_PARSE_UNCERTAIN,CLAIM_PARSE,"중심 수치와 비교 수치가 함께 제시되지만, 두 학력 집단의 독립적인 실업률을 하나의 단일 목표 수치로 구조화해야 하므로 비교 수치의 표준 슬롯 처리가 불충분함",,,[],[],,,,,N,,"중심 수치와 비교 수치가 함께 제시되지만, 두 학력 집단의 독립적인 실업률을 하나의 단일 목표 수치로 구조화해야 하므로 비교 수치의 표준 슬롯 처리가 불충분함",,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A02184_15,claim_10ced07077608569,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"지난 1분기 기준 30대 고졸 실업률은 4.2%인 반면, 대졸 이상은 2.4%에 그쳤다.",2025-06-17,2.4%,실업률,2.4,%,2025년 1분기,분기,,30대,"{""학력"": ""대졸 이상""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,AUTO,WITHIN_TOLERANCE,VERDICT,기사값과 공식값이 허용오차 안에서 일치,MATCH,2.4,"[{""canonical_key"": ""ORG=101|TBL=DT_1DA7105S|ITM=T80|OBJ=G|MEMBER=30 - 39세|PRD_SE=분기|PRD_DE=2025-Q1|DIMS=G:30 - 39세,H:대졸이상"", ""dimension_codes"": {""G"": ""30"", ""H"": ""40""}, ""dimension_members"": {""G"": ""30 - 39세"", ""H"": ""대졸이상""}, ""itm_id"": ""T80"", ""member_code"": ""30 - 39세"", ""obj_id"": ""G"", ""org_id"": ""101"", ""prd_de"": ""2025-Q1"", ""prd_se"": ""분기"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1DA7105S"", ""unit"": ""%""}]","[{""content_hash"": ""4d76abf830ac7c2a46bf8cb4fa5848abedccd2bca9e0ed8113943fd9f1b2f8b8"", ""evidence_key"": ""ORG=101|TBL=DT_1DA7105S|ITM=T80|OBJ=G|MEMBER=30 - 39세|PRD_SE=분기|PRD_DE=2025-Q1|DIMS=G:30 - 39세,H:대졸이상"", ""publication"": {""content_hash"": ""3eccfc6d2797226d7874e892de3fc736d78539471a852d286e2038201e39e399"", ""coverage_end_period"": null, ""coverage_start_period"": null, ""evidence_scope"": ""PERIOD"", ""pub_date_text"": ""조사기준 월 익월"", ""pub_period"": ""월"", ""publication_method_url"": ""https://www.kostat.go.kr/board.es?act=list&mid=a10301010000&keyField=T&bid=210&keyWord=2025%EB%85%84+3%EC%9B%94+%EA%B3%A0%EC%9A%A9%EB%8F%99%ED%96%A5"", ""published_at"": ""2025-04-09"", ""reference_period"": ""2025-Q1"", ""retrieved_at"": ""2026-08-26T09:13:49.418066Z"", ""source_url"": ""https://www.kostat.go.kr/board.es?mid=a10301010000&bid=210&act=view&list_no=435969&tag=&nPage=1&ref_bid="", ""status"": ""VERIFIED""}, ""retrieved_at"": ""2026-08-26T09:13:43.482516Z"", ""source"": ""API"", ""source_url"": ""https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7105S&itmId=T80&prdSe=Q&startPrdDe=202501&endPrdDe=202501&objL1=30&objL2=40"", ""value_last_changed_at"": ""2025-03-27""}]",https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1DA7105S&itmId=T80&prdSe=Q&startPrdDe=202501&endPrdDe=202501&objL1=30&objL2=40,4d76abf830ac7c2a46bf8cb4fa5848abedccd2bca9e0ed8113943fd9f1b2f8b8,VERIFIED,KOSIS_API,Y,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A02184_9,claim_7e26ca8b021dc775,복수 수치에서 분리,8번 직접값,8번 직접값 유지,작년에도 대졸 실업률(5.8%)이 고졸(5.1%)을 웃돌았고 올 들어서도 이런 상황이 이어지고 있다.,2025-06-17,5.8%,실업률,5.8,%,2024년,년,한국,,"{""학력"": ""대졸""}",DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A02558_5,claim_a4678613610d47a5,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"16일 통계청이 발표한 ‘2025년 6월 고용동향’에 따르면, 지난달 15세 이상 취업자는 2909만1000명으로 전년 동월 대비 18만3000명 늘었다.",2025-07-16,2.9091e+07명,취업자,29091000.0,명,2025년 6월,월,대한민국,15세 이상,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A02633_4,claim_3e98d7f3646f6d9b,복수 수치에서 분리,8번 직접값,8번 직접값 유지,17일 국가데이터처가 발표한 ‘9월 고용동향’에 따르면 지난달 15세 이상 취업자는 2915만4000명으로 전년 동월 대비 31만2000명 증가했다.,2025-10-17,2.9154e+07명,취업자,29154000.0,명,2025년 9월,월,대한민국,15세 이상,"{""age"": ""15세 이상""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,AMBIGUOUS_MARGIN,EVIDENCE_CELL,AMBIGUOUS_MARGIN,UNDETERMINED,,"[{""canonical_key"": ""ORG=101|TBL=DT_1DA7001S|ITM=T30|OBJ=B|MEMBER=계|PRD_SE=월|PRD_DE=2025-09"", ""dimension_codes"": {""B"": ""0""}, ""dimension_members"": {""B"": ""계""}, ""itm_id"": ""T30"", ""member_code"": ""계"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2025-09"", ""prd_se"": ""월"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1DA7001S"", ""unit"": ""천명""}]",[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A02647_11,claim_ef7373759319caae,복수 수치에서 분리,8번 직접값,8번 직접값 유지,특히 60세 이상 비정규직 근로자는 304만4000명으로 전년 동월 대비 23만3000명 증가했다.,2025-10-22,3.044e+06명,비정규직 근로자 수,3044000.0,명,,MONTHLY,,근로자,"{""age"": ""60세 이상"", ""employment_type"": ""비정규직""}",DIRECT_VALUE,"{""direction"": ""INCREASE""}",HOLD,STRUCTURAL_HOLD,HUMAN_REVIEW,CLAIM_PARSE_UNCERTAIN,CLAIM_PARSE,MISSING_REQUIRED_SLOTS:time,,,[],[],,,,,N,,MISSING_REQUIRED_SLOTS:time,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장직접값자식결과,A00185_3,claim_6b36a4392062740e,복수 수치에서 분리,8번 직접값,8번 직접값 유지,"15일 한국수입자동차협회(KAIDA)에 따르면, 작년 수입 승용차 판매량은 26만3288대로 2023년 대비 2.9％ 줄었다.",2025-01-15,263288대,수입 승용차 판매량,263288.0,대,2024,연간,한국,,"{""item"": ""수입 승용차""}",DIRECT_VALUE,"{""direction"": ""DECREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
